ID,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6
ASV1117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV67,28,20,39,39,24,0,39,44,26,20,27,23,30,23,32,34,30,34,33,32,25,32,26,28
ASV404,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
ASV1170,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV816,0,0,0,0,0,0,9,0,8,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0
ASV164,2,6,3,0,5,0,7,5,2,4,6,6,5,4,0,2,7,6,8,3,4,1,4,2
ASV1012,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1232,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV219,5,0,7,2,8,1,6,2,3,0,0,0,0,2,7,0,2,0,2,0,7,0,0,0
ASV379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,0,0,0,0
ASV1156,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ASV389,37,22,27,60,17,24,9,16,22,8,17,9,1,4,0,7,6,7,0,6,7,1,6,0
ASV477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV338,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0
ASV312,13,16,17,13,13,23,3,12,11,6,10,9,8,5,7,0,0,0,0,0,0,0,0,0
ASV277,2,0,0,3,6,6,0,0,0,0,0,9,15,17,19,10,11,11,0,0,14,0,8,0
ASV1074,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0
ASV1223,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1119,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV530,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12,520,333,426,541,352,374,256,237,314,320,269,269,335,315,249,256,229,188,224,278,260,291,223,249
ASV566,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1151,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
ASV1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV1152,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0
ASV1141,0,0,0,0,0,0,7,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
ASV461,0,0,0,3,4,0,0,0,8,0,0,0,3,0,0,9,0,0,0,10,0,42,2,0
ASV253,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,65,133,39,0,0,0,0,0,2
ASV1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
ASV1132,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV189,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,5,0,0,0,0,0
ASV313,0,2,2,11,12,2,24,0,3,2,8,4,19,5,10,7,0,0,0,12,1,3,9,4
ASV179,12,15,23,5,15,8,5,16,24,12,16,2,36,35,29,15,7,29,5,28,18,24,19,18
ASV48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,14,56,33,36,34,37,21
ASV31,143,45,108,125,52,34,67,30,106,92,18,80,51,52,73,153,229,45,76,196,102,409,58,361
ASV1150,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ASV1103,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV1264,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV201,3,1,4,0,4,3,4,2,2,4,3,0,7,13,7,5,4,4,4,4,5,7,2,7
ASV224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ASV291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
ASV925,0,3,3,0,6,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV301,2,0,0,0,4,0,0,0,8,0,4,0,8,0,7,5,5,3,0,3,5,3,4,5
ASV348,0,0,0,0,2,2,2,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,0,0
ASV1102,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV453,0,2,0,5,9,4,11,6,3,5,6,5,0,0,0,4,0,3,0,0,0,2,6,4
ASV496,2,7,4,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
ASV198,8,0,4,11,8,5,0,0,3,0,4,0,0,9,0,6,0,3,4,2,0,5,8,5
ASV115,11,0,10,9,1,3,0,4,0,0,0,6,14,15,11,16,8,6,15,8,5,13,17,18
ASV1040,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0
ASV1163,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV157,260,133,161,98,117,167,98,14,120,39,51,59,32,31,49,27,19,11,8,8,29,26,6,8
ASV156,13,7,16,16,16,11,12,9,17,7,8,10,2,0,3,3,6,6,5,6,4,6,4,0
ASV344,6,6,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,1,0,0,0
ASV978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ASV486,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,31,15,0,0,0,0,1,0
ASV951,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
ASV282,1,0,0,0,3,0,0,0,0,0,0,0,0,1,11,2,0,0,0,0,0,0,2,0
ASV265,36,29,25,11,19,28,15,20,14,14,14,22,9,17,19,9,17,9,0,12,11,7,7,11
ASV1169,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV319,0,10,0,0,8,0,0,0,0,0,0,8,6,0,7,0,0,0,0,0,0,0,0,0
ASV234,0,1,2,0,2,1,0,0,0,3,0,0,2,0,0,0,0,0,2,3,0,0,0,0
ASV284,0,0,0,0,0,2,0,0,0,0,0,0,25,9,13,17,7,5,0,3,3,2,1,0
ASV395,0,3,5,1,8,0,0,0,0,4,0,0,2,0,1,0,0,1,0,3,5,0,0,0
ASV926,2,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV302,7,0,0,0,10,0,0,0,0,9,6,9,0,10,9,0,0,7,0,10,9,5,0,0
ASV1216,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV963,0,0,4,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV920,8,18,9,4,13,13,3,0,0,11,12,9,7,0,0,9,7,0,0,0,0,0,0,12
ASV1083,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV1291,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV126,72,39,62,27,79,58,72,115,113,39,49,43,149,324,269,79,111,70,9,82,276,104,101,77
ASV1023,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV285,4,14,5,2,11,14,9,16,8,8,11,9,5,6,13,7,4,6,0,5,9,4,14,8
ASV1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV79,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,164,1008,590,22,16,3,6,9,0
ASV933,0,4,5,2,4,2,1,1,0,0,0,0,0,1,0,2,0,0,0,2,4,0,0,0
ASV470,0,1,0,0,4,5,0,2,0,2,3,4,2,1,0,0,0,2,0,3,4,0,3,3
ASV74,20,32,19,14,31,30,21,19,14,30,38,31,35,28,27,24,41,21,28,28,32,21,28,27
ASV369,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0
ASV1168,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV1113,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ASV987,3,0,0,0,0,0,0,0,0,0,7,0,5,6,0,0,0,23,0,0,0,22,0,0
ASV245,5,0,0,0,1,0,0,3,0,0,0,1,7,8,6,7,4,0,2,3,7,15,0,0
ASV107,18,31,23,12,12,27,14,32,36,32,27,31,30,23,30,23,11,13,15,21,22,14,17,10
ASV438,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0
ASV105,100,503,44,29,103,54,107,491,126,28,37,79,52,21,72,35,48,50,13,32,136,52,76,97
ASV1188,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV165,3,9,4,10,8,10,8,13,6,9,11,13,12,7,16,7,6,7,7,10,15,10,0,14
ASV947,2,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ASV993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
ASV1086,0,0,7,8,0,0,0,15,9,0,9,0,0,0,0,0,0,0,0,9,6,0,0,0
ASV1090,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV408,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV297,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0
ASV26,10,11,23,13,0,23,23,20,0,9,31,34,0,0,0,32,120,208,96,34,71,68,86,67
ASV1098,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
ASV231,94,173,128,12,85,75,14,13,11,19,27,12,4,0,5,13,11,3,1,0,0,0,4,0
ASV24,20,17,8,12,28,19,50,31,49,43,29,45,63,138,96,165,102,135,98,95,107,105,116,109
ASV61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,5,34,36,40,53,42,57
ASV267,0,0,0,0,0,0,0,28,24,0,0,26,0,34,20,0,0,13,0,16,25,12,27,0
ASV252,0,0,0,0,0,0,0,0,0,0,0,0,3,114,216,36,0,1,0,0,0,0,0,0
ASV979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV1138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV944,2,0,4,4,2,5,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0
ASV356,3,5,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,4,0
ASV1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ASV351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,1,6,0
ASV352,2,3,0,0,0,0,0,0,0,0,0,2,3,5,4,3,0,0,0,2,0,0,6,0
ASV1112,5,2,3,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0
ASV17,9,2,9,9,8,7,27,29,24,28,15,36,123,188,176,171,238,188,150,163,134,142,140,159
ASV416,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ASV397,2,3,3,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0
ASV13,0,2,0,0,0,3,14,10,4,0,9,23,86,153,86,50,36,26,212,135,95,48,28,23
ASV728,2,11,0,5,6,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1171,0,0,0,25,0,0,22,0,0,0,33,43,0,0,0,0,0,0,0,0,0,0,0,0
ASV1054,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV370,12,8,7,7,9,0,0,0,7,0,6,0,0,0,1,3,5,0,0,0,0,0,0,0
ASV275,0,0,0,0,6,0,0,7,0,0,0,0,0,19,13,20,12,8,0,9,9,8,18,15
ASV334,27,12,22,16,13,12,3,5,0,0,5,9,4,0,4,7,6,8,0,3,0,3,1,0
ASV32,59,40,40,73,69,35,50,35,53,40,35,50,71,95,87,102,44,52,74,70,86,121,81,121
ASV1285,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV350,11,6,11,12,4,6,6,4,0,0,0,4,0,0,3,5,0,0,0,0,0,0,0,0
ASV937,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
ASV716,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1032,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
ASV84,41,56,35,20,37,29,24,47,31,39,37,100,78,56,59,25,29,30,23,32,49,20,27,30
ASV1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV38,82,43,43,96,99,42,37,32,58,61,37,48,52,104,98,112,55,49,61,65,73,128,109,118
ASV400,7,2,0,0,2,0,0,0,0,0,0,0,0,0,2,7,0,10,0,0,0,0,8,0
ASV377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV1123,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV296,12,4,0,0,7,0,2,0,0,2,3,7,2,3,9,4,7,2,0,3,6,0,7,3
ASV1006,0,0,0,0,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2,43,85,78,65,73,120,538,279,263,157,345,573,2797,1440,795,762,2258,3800,3526,2069,1846,1512,1774,2354
ASV1229,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV221,3,3,0,5,3,3,0,2,4,5,0,0,2,7,1,0,0,3,3,5,2,3,0,0
ASV1235,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV417,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,3,2,0,2
ASV1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV1042,0,1,0,0,0,0,0,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
ASV1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ASV314,2,0,0,2,0,0,1,0,0,0,0,0,0,9,6,1,1,0,0,0,3,0,4,0
ASV1108,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV1029,0,5,0,0,0,0,5,0,0,2,0,4,0,0,0,0,1,0,0,2,0,0,0,0
ASV409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
ASV451,1,6,5,2,3,0,0,3,8,0,0,0,1,1,0,9,3,3,0,4,0,3,6,0
ASV546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV919,24,0,17,16,24,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
ASV922,4,3,11,9,10,6,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1072,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV304,0,0,0,0,0,0,5,0,14,0,6,0,7,3,5,0,4,0,0,3,5,0,4,0
ASV1227,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV983,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV106,0,0,0,5,8,0,16,5,0,10,5,23,7,6,15,10,17,27,15,11,0,18,0,10
ASV1013,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ASV469,1,0,0,0,0,0,0,2,3,0,0,0,4,2,0,0,0,0,0,2,0,0,2,0
ASV1110,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV148,0,0,0,0,0,0,4,2,0,0,4,10,0,0,0,0,0,6,8,11,13,4,9,2
ASV169,10,15,8,3,9,6,4,9,2,11,4,21,15,18,16,12,8,6,5,2,8,0,9,11
ASV1121,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1067,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV330,14,35,4,0,4,4,4,0,0,13,5,0,0,0,6,10,12,3,0,1,3,2,1,0
ASV133,35,17,19,52,19,19,15,14,14,12,20,12,14,20,24,14,11,10,10,18,24,16,17,2
ASV1093,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1282,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
ASV176,11,6,30,15,31,7,6,23,0,5,11,0,11,17,26,20,23,7,5,11,21,17,11,19
ASV1157,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV1017,0,1,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0
ASV1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ASV510,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
ASV329,2,4,4,0,6,0,2,6,0,0,3,2,0,4,6,0,0,0,0,0,3,0,3,0
ASV1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
ASV429,0,0,3,1,3,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0
ASV1070,0,2,0,0,0,0,0,0,4,0,2,0,2,0,0,0,2,0,0,0,3,1,0,0
ASV943,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV996,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
ASV217,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ASV33,72,148,81,51,79,104,73,128,80,81,100,126,142,194,117,88,78,84,70,94,102,63,76,68
ASV299,3,0,0,0,0,0,0,0,8,0,0,0,3,8,7,7,0,6,0,5,5,0,6,0
ASV806,0,2,0,0,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV128,12,9,10,11,16,13,9,7,7,10,9,10,8,9,7,6,9,4,10,10,10,9,5,5
ASV342,0,0,0,0,0,0,0,0,0,2,1,0,4,0,4,6,0,0,0,4,0,0,4,0
ASV58,32,32,29,31,51,39,27,27,37,43,28,39,26,48,52,54,28,34,34,42,58,29,47,35
ASV228,2,1,4,2,0,4,0,8,5,3,5,5,6,0,1,6,2,3,3,0,4,1,2,0
ASV1044,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0
ASV175,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,6,6,0,0,4,0
ASV1135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV187,8,3,3,10,0,2,2,0,0,0,0,3,5,9,16,12,9,9,5,11,9,6,2,3
ASV1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ASV412,10,5,6,5,5,8,7,0,10,4,0,7,0,0,3,8,0,3,0,0,5,0,0,3
ASV188,5,0,0,10,4,2,0,0,0,2,0,0,0,0,0,0,2,0,5,0,0,0,0,0
ASV1053,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,18,20,0,0,0,8,17,0
ASV139,208,155,243,108,177,206,181,232,217,155,178,167,163,201,94,70,43,40,7,35,23,25,37,18
ASV478,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,3,0,8,0,1,8,2,2,0
ASV15,1584,1545,1724,493,2776,2035,783,1005,848,562,1449,705,829,489,663,1884,1440,155,174,807,781,692,1217,330
ASV183,8,0,0,0,7,4,0,7,0,0,9,9,4,8,6,4,0,0,5,0,5,14,0,0
ASV378,9,2,5,6,8,0,4,0,5,0,3,0,0,2,3,0,0,2,0,2,0,3,0,3
ASV1004,0,5,3,0,0,13,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV207,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ASV1180,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1076,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV144,6,0,16,5,4,0,0,0,9,7,1,0,8,12,4,14,10,7,9,15,9,11,7,4
ASV1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV506,8,12,11,8,14,7,17,0,0,0,12,9,0,7,0,0,0,0,0,7,0,0,0,0
ASV98,0,28,0,0,0,0,0,23,0,0,0,31,37,34,21,0,19,0,15,0,30,20,21,0
ASV100,20,26,23,37,28,25,42,54,45,24,34,38,9,14,7,9,10,31,17,30,38,40,31,27
ASV970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22
ASV1139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV1287,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV220,0,3,4,10,6,0,5,0,5,6,0,8,0,0,1,3,0,0,3,0,0,0,0,9
ASV1038,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0
ASV1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV953,0,0,0,0,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0
ASV1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV300,24,12,30,31,51,18,5,3,8,0,0,5,3,5,6,0,5,5,0,3,4,2,0,0
ASV968,0,0,141,230,0,0,0,0,128,242,0,273,0,0,0,163,0,0,0,0,124,187,0,252
ASV116,0,0,0,0,0,0,0,9,4,10,11,8,15,7,3,18,13,12,13,9,34,25,44,72
ASV1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV1051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV190,99,410,266,349,114,455,97,125,64,108,79,53,19,2,3,12,21,11,4,3,0,0,4,0
ASV333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV41,42,39,44,24,38,43,29,36,29,39,36,43,61,47,63,63,107,51,63,56,106,81,69,69
ASV967,0,0,0,0,0,315,0,0,0,0,0,412,0,0,0,0,0,232,0,0,0,0,0,364
ASV311,0,9,0,3,3,2,5,9,0,0,0,0,0,2,7,2,9,0,0,0,0,0,0,0
ASV1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0
ASV413,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0
ASV154,28,57,32,42,38,45,28,42,18,34,34,15,5,0,12,9,7,11,6,10,0,9,0,0
ASV1075,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
ASV1058,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0
ASV1060,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV992,18,13,0,8,0,12,0,6,0,0,5,0,0,0,0,10,5,3,0,3,5,2,0,0
ASV484,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV345,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0
ASV89,14,44,19,17,24,30,16,41,28,28,25,31,45,48,34,26,20,18,19,25,19,17,21,18
ASV945,0,0,0,0,2,0,0,0,4,0,0,93,0,0,0,0,25,5,0,0,0,0,0,0
ASV805,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
ASV969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
ASV929,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV357,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,3,0,0,0,0,2,2
ASV181,0,3,2,0,0,0,0,0,0,0,0,0,2,2,3,0,4,6,6,0,7,4,0,3
ASV1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV1021,5,3,0,0,0,0,0,0,0,5,2,0,0,2,0,3,0,0,0,2,0,0,0,0
ASV364,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1,0,0,2,1,0,1,0
ASV54,481,210,321,433,547,254,129,93,218,110,95,92,156,111,173,161,94,77,46,72,86,84,73,77
ASV1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
